# The ways iText's tests open the encrypted PDFs of itext-java, one line for each
# way of opening one file, read from the test classes named above each group.
# fetch-corpus.ps1 writes these lines to _passwords.tsv with the suite's name in
# front of each file, and fetches the certificates and keys they name.
#
# A password line gives a password the test class holds that PDFBox opens the
# file with, as the user or the owner; every such password is given, and an
# empty one besides where the file also opens with none. The exceptions are the
# files of revision 7, which PDFBox refuses before it looks at a password: their
# lines give the passwords the tests use. A certificate line gives, relative to
# the suite, the certificate and private key the test decrypts with, and the
# passphrase of the key, empty for a key that is not encrypted.

# forms/src/test/java/com/itextpdf/forms/PdfEncryptionTest.java
forms/src/test/resources/com/itextpdf/forms/PdfEncryptionTest/cmp_encryptAes256Pdf2PermissionsTest01.pdf	Hello
forms/src/test/resources/com/itextpdf/forms/PdfEncryptionTest/cmp_encryptAes256Pdf2PermissionsTest01.pdf	World
forms/src/test/resources/com/itextpdf/forms/PdfEncryptionTest/cmp_encryptAes256Pdf2PermissionsTest02.pdf	Hello
forms/src/test/resources/com/itextpdf/forms/PdfEncryptionTest/cmp_encryptAes256Pdf2PermissionsTest02.pdf	World
forms/src/test/resources/com/itextpdf/forms/PdfEncryptionTest/encryptedDocumentWithFormFields.pdf	12345

# kernel/src/test/java/com/itextpdf/kernel/crypto/EncryptionInApprovedModeTest.java
kernel/src/test/resources/com/itextpdf/kernel/crypto/EncryptionInApprovedModeTest/checkMD5LogMessageWhileReadingPdf.pdf	
kernel/src/test/resources/com/itextpdf/kernel/crypto/EncryptionInApprovedModeTest/checkMD5LogMessageWhileReadingPdf.pdf	World

# kernel/src/test/java/com/itextpdf/kernel/crypto/PdfDecryptingTest.java
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withCertificate/aes256EcdsaP256.pdf		kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withECDSA_P256.crt	kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withECDSA_P256.key
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withCertificate/aes256Rsa.pdf		kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withRSA.crt	kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withRSA.key
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/aes128.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/aes128.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/aes256.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/aes256.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/standard128.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/standard128.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/standard40.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/adobe/withPassword/standard40.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withCertificate/aes256Rsa.pdf		kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withRSA.crt	kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/certs/SHA256withRSA.key
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withPassword/aes128.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withPassword/aes128.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withPassword/aes256.pdf	user
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withPassword/aes256.pdf	owner
kernel/src/test/resources/com/itextpdf/kernel/crypto/PdfDecryptingTest/dotnet_regular/withPassword/aes256Pdf2.pdf	user
