# The ways iText's samples and tests open the encrypted PDFs of
# itext-publications-examples-java, one line for each way of opening one file,
# read from the classes named above each group. fetch-corpus.ps1 writes these
# lines to _passwords.tsv with the suite's name in front of each file, and
# fetches the certificates, keys and keystores they name.
#
# A password line gives a password the class holds that PDFBox opens the file
# with, and an empty one besides where the file also opens with none. The
# exceptions are the files of revision 7, which PDFBox refuses before it looks
# at a password: their lines give the password the sample uses. A keystore
# line gives, relative to the suite, the PKCS#12 keystore the sample decrypts
# with and the passphrase that opens it and its key.

# src/main/java/com/itextpdf/samples/sandbox/security/EncryptPdf.java, DecryptPdf.java
cmpfiles/sandbox/security/cmp_encrypt_pdf.pdf	Hello
cmpfiles/sandbox/security/cmp_encrypt_pdf.pdf	World
src/main/resources/pdfs/hello_encrypted.pdf	Hello
src/main/resources/pdfs/hello_encrypted.pdf	World

# EncryptPdfWithoutUserPassword.java, DecryptPdf2.java
cmpfiles/sandbox/security/cmp_encrypt_pdf_without_user_password.pdf	
cmpfiles/sandbox/security/cmp_encrypt_pdf_without_user_password.pdf	World
src/main/resources/pdfs/encrypt_pdf_without_user_password.pdf	
src/main/resources/pdfs/encrypt_pdf_without_user_password.pdf	World

# EncryptPdfWithGCM.java, DecryptPdfWithGCM.java -- revision 7
cmpfiles/sandbox/security/cmp_encrypt_pdf_with_GCM.pdf	World
src/main/resources/pdfs/hello_encrypted_with_GCM.pdf	World

# EncryptWithCertificate.java, EncryptWithCertificateSampleTest.java
cmpfiles/sandbox/security/cmp_encrypt_with_certificate.pdf	kspass	src/main/resources/encryption/test.p12
