# The ways iText's samples and tests open the encrypted PDFs of
# itext-publications-samples-dotnet, one line for each way of opening one
# file, read from the classes named above each group. fetch-corpus.ps1 writes
# these lines to _passwords.tsv with the suite's name in front of each file,
# and fetches the certificates, keys and keystores they name.
#
# A password line gives a password the class holds that PDFBox opens the file
# with, and an empty one besides where the file also opens with none. The
# exceptions are the files of revision 7, which PDFBox refuses before it looks
# at a password: their lines give the password the sample uses. A keystore
# line gives, relative to the suite, the PKCS#12 keystore the sample decrypts
# with and the passphrase that opens it and its key.

# itext/itext.publications/itext.publications.highlevel/itext/highlevel/chapter07/C07E14_Encrypted.cs
itext/itext.publications/itext.publications.highlevel/cmpfiles/chapter07/cmp_encrypted.pdf	It's Hyde
itext/itext.publications/itext.publications.highlevel/cmpfiles/chapter07/cmp_encrypted.pdf	abcdefg

# itext/itext.samples/itext/samples/sandbox/security/EncryptPdf.cs, DecryptPdf.cs
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_pdf.pdf	Hello
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_pdf.pdf	World
itext/itext.samples/resources/pdfs/hello_encrypted.pdf	Hello
itext/itext.samples/resources/pdfs/hello_encrypted.pdf	World

# EncryptPdfWithoutUserPassword.cs, DecryptPdf2.cs
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_pdf_without_user_password.pdf	
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_pdf_without_user_password.pdf	World
itext/itext.samples/resources/pdfs/encrypt_pdf_without_user_password.pdf	
itext/itext.samples/resources/pdfs/encrypt_pdf_without_user_password.pdf	World

# EncryptPdfWithGCM.cs, DecryptPdfWithGCM.cs -- revision 7
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_pdf_with_GCM.pdf	World
itext/itext.samples/resources/pdfs/hello_encrypted_with_GCM.pdf	World

# EncryptWithCertificate.cs
itext/itext.samples/cmpfiles/sandbox/security/cmp_encrypt_with_certificate.pdf	kspass	itext/itext.samples/resources/encryption/test.p12
